feature,importance
8013272,0.07915357346663136
8095694,0.057127555486631953
8089928,0.050988207298537966
8156706,0.04497231020762342
7961102,0.038779152891215744
7958000,0.038679967583826386
8013268,0.03678131493129854
8005225,0.03425856167215579
8005231,0.033182936246401576
8005687,0.03252666159397106
7953901,0.03246809558989405
8151592,0.03069466246609138
8180379,0.029557856557235654
8180377,0.028801044826590058
8149116,0.026606122431996445
