feature_id,gene_symbol,importance
8125436,HLA-DRB5,0.000751879699248111
8095694,PF4V1,0.00012531328320801726
8089928,,0.00012531328320801726
7958000,,0.0
8047443,,0.0
8019641,,0.0
8019639,,0.0
8019637,,0.0
8019635,,0.0
8019631,,0.0
7901336,,0.0
8169709,GLRX5,0.0
8154363,RPS26P11,0.0
8165496,,0.0
7909283,,0.0
